id_data,data_completa,dia,mes,ano,trimestre,semestre,dia_semana,fim_semana,feriado
20181219,2018-12-19,19,12,2018,T4,2,Wednesday,False,False
20181220,2018-12-20,20,12,2018,T4,2,Thursday,False,False
20181221,2018-12-21,21,12,2018,T4,2,Friday,False,False
20181222,2018-12-22,22,12,2018,T4,2,Saturday,True,False
20181223,2018-12-23,23,12,2018,T4,2,Sunday,True,False
20181224,2018-12-24,24,12,2018,T4,2,Monday,False,False
20181225,2018-12-25,25,12,2018,T4,2,Tuesday,False,False
20181226,2018-12-26,26,12,2018,T4,2,Wednesday,False,False
20181227,2018-12-27,27,12,2018,T4,2,Thursday,False,False
20181228,2018-12-28,28,12,2018,T4,2,Friday,False,False
20181229,2018-12-29,29,12,2018,T4,2,Saturday,True,False
20181230,2018-12-30,30,12,2018,T4,2,Sunday,True,False
20181231,2018-12-31,31,12,2018,T4,2,Monday,False,False
20190101,2019-01-01,1,1,2019,T1,1,Tuesday,False,False
20190102,2019-01-02,2,1,2019,T1,1,Wednesday,False,False
20190103,2019-01-03,3,1,2019,T1,1,Thursday,False,False
20190104,2019-01-04,4,1,2019,T1,1,Friday,False,False
20190105,2019-01-05,5,1,2019,T1,1,Saturday,True,False
20190106,2019-01-06,6,1,2019,T1,1,Sunday,True,False
20190107,2019-01-07,7,1,2019,T1,1,Monday,False,False
20190108,2019-01-08,8,1,2019,T1,1,Tuesday,False,False
20190109,2019-01-09,9,1,2019,T1,1,Wednesday,False,False
20190110,2019-01-10,10,1,2019,T1,1,Thursday,False,False
20190111,2019-01-11,11,1,2019,T1,1,Friday,False,False
20190112,2019-01-12,12,1,2019,T1,1,Saturday,True,False
20190113,2019-01-13,13,1,2019,T1,1,Sunday,True,False
20190114,2019-01-14,14,1,2019,T1,1,Monday,False,False
20190115,2019-01-15,15,1,2019,T1,1,Tuesday,False,False
20190116,2019-01-16,16,1,2019,T1,1,Wednesday,False,False
20190117,2019-01-17,17,1,2019,T1,1,Thursday,False,False
20190118,2019-01-18,18,1,2019,T1,1,Friday,False,False
20190119,2019-01-19,19,1,2019,T1,1,Saturday,True,False
20190120,2019-01-20,20,1,2019,T1,1,Sunday,True,False
20190121,2019-01-21,21,1,2019,T1,1,Monday,False,False
20190122,2019-01-22,22,1,2019,T1,1,Tuesday,False,False
20190123,2019-01-23,23,1,2019,T1,1,Wednesday,False,False
20190124,2019-01-24,24,1,2019,T1,1,Thursday,False,False
20190125,2019-01-25,25,1,2019,T1,1,Friday,False,False
20190126,2019-01-26,26,1,2019,T1,1,Saturday,True,False
20190127,2019-01-27,27,1,2019,T1,1,Sunday,True,False
20190128,2019-01-28,28,1,2019,T1,1,Monday,False,False
20190129,2019-01-29,29,1,2019,T1,1,Tuesday,False,False
20190130,2019-01-30,30,1,2019,T1,1,Wednesday,False,False
20190131,2019-01-31,31,1,2019,T1,1,Thursday,False,False
20190201,2019-02-01,1,2,2019,T1,1,Friday,False,False
20190202,2019-02-02,2,2,2019,T1,1,Saturday,True,False
20190203,2019-02-03,3,2,2019,T1,1,Sunday,True,False
20190204,2019-02-04,4,2,2019,T1,1,Monday,False,False
20190205,2019-02-05,5,2,2019,T1,1,Tuesday,False,False
20190206,2019-02-06,6,2,2019,T1,1,Wednesday,False,False
20190207,2019-02-07,7,2,2019,T1,1,Thursday,False,False
20190208,2019-02-08,8,2,2019,T1,1,Friday,False,False
20190209,2019-02-09,9,2,2019,T1,1,Saturday,True,False
20190210,2019-02-10,10,2,2019,T1,1,Sunday,True,False
20190211,2019-02-11,11,2,2019,T1,1,Monday,False,False
20190212,2019-02-12,12,2,2019,T1,1,Tuesday,False,False
20190213,2019-02-13,13,2,2019,T1,1,Wednesday,False,False
20190214,2019-02-14,14,2,2019,T1,1,Thursday,False,False
20190215,2019-02-15,15,2,2019,T1,1,Friday,False,False
20190216,2019-02-16,16,2,2019,T1,1,Saturday,True,False
20190217,2019-02-17,17,2,2019,T1,1,Sunday,True,False
20190218,2019-02-18,18,2,2019,T1,1,Monday,False,False
20190219,2019-02-19,19,2,2019,T1,1,Tuesday,False,False
20190220,2019-02-20,20,2,2019,T1,1,Wednesday,False,False
20190221,2019-02-21,21,2,2019,T1,1,Thursday,False,False
20190222,2019-02-22,22,2,2019,T1,1,Friday,False,False
20190223,2019-02-23,23,2,2019,T1,1,Saturday,True,False
20190224,2019-02-24,24,2,2019,T1,1,Sunday,True,False
20190225,2019-02-25,25,2,2019,T1,1,Monday,False,False
20190226,2019-02-26,26,2,2019,T1,1,Tuesday,False,False
20190227,2019-02-27,27,2,2019,T1,1,Wednesday,False,False
20190228,2019-02-28,28,2,2019,T1,1,Thursday,False,False
20190301,2019-03-01,1,3,2019,T1,1,Friday,False,False
20190302,2019-03-02,2,3,2019,T1,1,Saturday,True,False
20190303,2019-03-03,3,3,2019,T1,1,Sunday,True,False
20190304,2019-03-04,4,3,2019,T1,1,Monday,False,False
20190305,2019-03-05,5,3,2019,T1,1,Tuesday,False,False
20190306,2019-03-06,6,3,2019,T1,1,Wednesday,False,False
20190307,2019-03-07,7,3,2019,T1,1,Thursday,False,False
20190308,2019-03-08,8,3,2019,T1,1,Friday,False,False
20190309,2019-03-09,9,3,2019,T1,1,Saturday,True,False
20190310,2019-03-10,10,3,2019,T1,1,Sunday,True,False
20190311,2019-03-11,11,3,2019,T1,1,Monday,False,False
20190312,2019-03-12,12,3,2019,T1,1,Tuesday,False,False
20190313,2019-03-13,13,3,2019,T1,1,Wednesday,False,False
20190314,2019-03-14,14,3,2019,T1,1,Thursday,False,False
20190315,2019-03-15,15,3,2019,T1,1,Friday,False,False
20190316,2019-03-16,16,3,2019,T1,1,Saturday,True,False
20190317,2019-03-17,17,3,2019,T1,1,Sunday,True,False
20190318,2019-03-18,18,3,2019,T1,1,Monday,False,False
20190319,2019-03-19,19,3,2019,T1,1,Tuesday,False,False
20190320,2019-03-20,20,3,2019,T1,1,Wednesday,False,False
20190321,2019-03-21,21,3,2019,T1,1,Thursday,False,False
20190322,2019-03-22,22,3,2019,T1,1,Friday,False,False
20190323,2019-03-23,23,3,2019,T1,1,Saturday,True,False
20190324,2019-03-24,24,3,2019,T1,1,Sunday,True,False
20190325,2019-03-25,25,3,2019,T1,1,Monday,False,False
20190326,2019-03-26,26,3,2019,T1,1,Tuesday,False,False
20190327,2019-03-27,27,3,2019,T1,1,Wednesday,False,False
20190328,2019-03-28,28,3,2019,T1,1,Thursday,False,False
20190329,2019-03-29,29,3,2019,T1,1,Friday,False,False
20190330,2019-03-30,30,3,2019,T1,1,Saturday,True,False
20190331,2019-03-31,31,3,2019,T1,1,Sunday,True,False
20190401,2019-04-01,1,4,2019,T2,1,Monday,False,False
20190402,2019-04-02,2,4,2019,T2,1,Tuesday,False,False
20190403,2019-04-03,3,4,2019,T2,1,Wednesday,False,False
20190404,2019-04-04,4,4,2019,T2,1,Thursday,False,False
20190405,2019-04-05,5,4,2019,T2,1,Friday,False,False
20190406,2019-04-06,6,4,2019,T2,1,Saturday,True,False
20190407,2019-04-07,7,4,2019,T2,1,Sunday,True,False
20190408,2019-04-08,8,4,2019,T2,1,Monday,False,False
20190409,2019-04-09,9,4,2019,T2,1,Tuesday,False,False
20190410,2019-04-10,10,4,2019,T2,1,Wednesday,False,False
20190411,2019-04-11,11,4,2019,T2,1,Thursday,False,False
20190412,2019-04-12,12,4,2019,T2,1,Friday,False,False
20190413,2019-04-13,13,4,2019,T2,1,Saturday,True,False
20190414,2019-04-14,14,4,2019,T2,1,Sunday,True,False
20190415,2019-04-15,15,4,2019,T2,1,Monday,False,False
20190416,2019-04-16,16,4,2019,T2,1,Tuesday,False,False
20190417,2019-04-17,17,4,2019,T2,1,Wednesday,False,False
20190418,2019-04-18,18,4,2019,T2,1,Thursday,False,False
20190419,2019-04-19,19,4,2019,T2,1,Friday,False,False
20190420,2019-04-20,20,4,2019,T2,1,Saturday,True,False
20190421,2019-04-21,21,4,2019,T2,1,Sunday,True,False
20190422,2019-04-22,22,4,2019,T2,1,Monday,False,False
20190423,2019-04-23,23,4,2019,T2,1,Tuesday,False,False
20190424,2019-04-24,24,4,2019,T2,1,Wednesday,False,False
20190425,2019-04-25,25,4,2019,T2,1,Thursday,False,False
20190426,2019-04-26,26,4,2019,T2,1,Friday,False,False
20190427,2019-04-27,27,4,2019,T2,1,Saturday,True,False
20190428,2019-04-28,28,4,2019,T2,1,Sunday,True,False
20190429,2019-04-29,29,4,2019,T2,1,Monday,False,False
20190430,2019-04-30,30,4,2019,T2,1,Tuesday,False,False
20190501,2019-05-01,1,5,2019,T2,1,Wednesday,False,False
20190502,2019-05-02,2,5,2019,T2,1,Thursday,False,False
20190503,2019-05-03,3,5,2019,T2,1,Friday,False,False
20190504,2019-05-04,4,5,2019,T2,1,Saturday,True,False
20190505,2019-05-05,5,5,2019,T2,1,Sunday,True,False
20190506,2019-05-06,6,5,2019,T2,1,Monday,False,False
20190507,2019-05-07,7,5,2019,T2,1,Tuesday,False,False
20190508,2019-05-08,8,5,2019,T2,1,Wednesday,False,False
20190509,2019-05-09,9,5,2019,T2,1,Thursday,False,False
20190510,2019-05-10,10,5,2019,T2,1,Friday,False,False
20190511,2019-05-11,11,5,2019,T2,1,Saturday,True,False
20190512,2019-05-12,12,5,2019,T2,1,Sunday,True,False
20190513,2019-05-13,13,5,2019,T2,1,Monday,False,False
20190514,2019-05-14,14,5,2019,T2,1,Tuesday,False,False
20190515,2019-05-15,15,5,2019,T2,1,Wednesday,False,False
20190516,2019-05-16,16,5,2019,T2,1,Thursday,False,False
20190517,2019-05-17,17,5,2019,T2,1,Friday,False,False
20190518,2019-05-18,18,5,2019,T2,1,Saturday,True,False
20190519,2019-05-19,19,5,2019,T2,1,Sunday,True,False
20190520,2019-05-20,20,5,2019,T2,1,Monday,False,False
20190521,2019-05-21,21,5,2019,T2,1,Tuesday,False,False
20190522,2019-05-22,22,5,2019,T2,1,Wednesday,False,False
20190523,2019-05-23,23,5,2019,T2,1,Thursday,False,False
20190524,2019-05-24,24,5,2019,T2,1,Friday,False,False
20190525,2019-05-25,25,5,2019,T2,1,Saturday,True,False
20190526,2019-05-26,26,5,2019,T2,1,Sunday,True,False
20190527,2019-05-27,27,5,2019,T2,1,Monday,False,False
20190528,2019-05-28,28,5,2019,T2,1,Tuesday,False,False
20190529,2019-05-29,29,5,2019,T2,1,Wednesday,False,False
20190530,2019-05-30,30,5,2019,T2,1,Thursday,False,False
20190531,2019-05-31,31,5,2019,T2,1,Friday,False,False
20190601,2019-06-01,1,6,2019,T2,1,Saturday,True,False
20190602,2019-06-02,2,6,2019,T2,1,Sunday,True,False
20190603,2019-06-03,3,6,2019,T2,1,Monday,False,False
20190604,2019-06-04,4,6,2019,T2,1,Tuesday,False,False
20190605,2019-06-05,5,6,2019,T2,1,Wednesday,False,False
20190606,2019-06-06,6,6,2019,T2,1,Thursday,False,False
20190607,2019-06-07,7,6,2019,T2,1,Friday,False,False
20190608,2019-06-08,8,6,2019,T2,1,Saturday,True,False
20190609,2019-06-09,9,6,2019,T2,1,Sunday,True,False
20190610,2019-06-10,10,6,2019,T2,1,Monday,False,False
20190611,2019-06-11,11,6,2019,T2,1,Tuesday,False,False
20190612,2019-06-12,12,6,2019,T2,1,Wednesday,False,False
20190613,2019-06-13,13,6,2019,T2,1,Thursday,False,False
20190614,2019-06-14,14,6,2019,T2,1,Friday,False,False
20190615,2019-06-15,15,6,2019,T2,1,Saturday,True,False
20190616,2019-06-16,16,6,2019,T2,1,Sunday,True,False
20190617,2019-06-17,17,6,2019,T2,1,Monday,False,False
20190618,2019-06-18,18,6,2019,T2,1,Tuesday,False,False
20190619,2019-06-19,19,6,2019,T2,1,Wednesday,False,False
20190620,2019-06-20,20,6,2019,T2,1,Thursday,False,False
20190621,2019-06-21,21,6,2019,T2,1,Friday,False,False
20190622,2019-06-22,22,6,2019,T2,1,Saturday,True,False
20190623,2019-06-23,23,6,2019,T2,1,Sunday,True,False
20190624,2019-06-24,24,6,2019,T2,1,Monday,False,False
20190625,2019-06-25,25,6,2019,T2,1,Tuesday,False,False
20190626,2019-06-26,26,6,2019,T2,1,Wednesday,False,False
20190627,2019-06-27,27,6,2019,T2,1,Thursday,False,False
20190628,2019-06-28,28,6,2019,T2,1,Friday,False,False
20190629,2019-06-29,29,6,2019,T2,1,Saturday,True,False
20190630,2019-06-30,30,6,2019,T2,1,Sunday,True,False
20190701,2019-07-01,1,7,2019,T3,2,Monday,False,False
20190702,2019-07-02,2,7,2019,T3,2,Tuesday,False,False
20190703,2019-07-03,3,7,2019,T3,2,Wednesday,False,False
20190704,2019-07-04,4,7,2019,T3,2,Thursday,False,False
20190705,2019-07-05,5,7,2019,T3,2,Friday,False,False
20190706,2019-07-06,6,7,2019,T3,2,Saturday,True,False
20190707,2019-07-07,7,7,2019,T3,2,Sunday,True,False
20190708,2019-07-08,8,7,2019,T3,2,Monday,False,False
20190709,2019-07-09,9,7,2019,T3,2,Tuesday,False,False
20190710,2019-07-10,10,7,2019,T3,2,Wednesday,False,False
20190711,2019-07-11,11,7,2019,T3,2,Thursday,False,False
20190712,2019-07-12,12,7,2019,T3,2,Friday,False,False
20190713,2019-07-13,13,7,2019,T3,2,Saturday,True,False
20190714,2019-07-14,14,7,2019,T3,2,Sunday,True,False
20190715,2019-07-15,15,7,2019,T3,2,Monday,False,False
20190716,2019-07-16,16,7,2019,T3,2,Tuesday,False,False
20190717,2019-07-17,17,7,2019,T3,2,Wednesday,False,False
20190718,2019-07-18,18,7,2019,T3,2,Thursday,False,False
20190719,2019-07-19,19,7,2019,T3,2,Friday,False,False
20190720,2019-07-20,20,7,2019,T3,2,Saturday,True,False
20190721,2019-07-21,21,7,2019,T3,2,Sunday,True,False
20190722,2019-07-22,22,7,2019,T3,2,Monday,False,False
20190723,2019-07-23,23,7,2019,T3,2,Tuesday,False,False
20190724,2019-07-24,24,7,2019,T3,2,Wednesday,False,False
20190725,2019-07-25,25,7,2019,T3,2,Thursday,False,False
20190726,2019-07-26,26,7,2019,T3,2,Friday,False,False
20190727,2019-07-27,27,7,2019,T3,2,Saturday,True,False
20190728,2019-07-28,28,7,2019,T3,2,Sunday,True,False
20190729,2019-07-29,29,7,2019,T3,2,Monday,False,False
20190730,2019-07-30,30,7,2019,T3,2,Tuesday,False,False
20190731,2019-07-31,31,7,2019,T3,2,Wednesday,False,False
20190801,2019-08-01,1,8,2019,T3,2,Thursday,False,False
20190802,2019-08-02,2,8,2019,T3,2,Friday,False,False
20190803,2019-08-03,3,8,2019,T3,2,Saturday,True,False
20190804,2019-08-04,4,8,2019,T3,2,Sunday,True,False
20190805,2019-08-05,5,8,2019,T3,2,Monday,False,False
20190806,2019-08-06,6,8,2019,T3,2,Tuesday,False,False
20190807,2019-08-07,7,8,2019,T3,2,Wednesday,False,False
20190808,2019-08-08,8,8,2019,T3,2,Thursday,False,False
20190809,2019-08-09,9,8,2019,T3,2,Friday,False,False
20190810,2019-08-10,10,8,2019,T3,2,Saturday,True,False
20190811,2019-08-11,11,8,2019,T3,2,Sunday,True,False
20190812,2019-08-12,12,8,2019,T3,2,Monday,False,False
20190813,2019-08-13,13,8,2019,T3,2,Tuesday,False,False
20190814,2019-08-14,14,8,2019,T3,2,Wednesday,False,False
20190815,2019-08-15,15,8,2019,T3,2,Thursday,False,False
20190816,2019-08-16,16,8,2019,T3,2,Friday,False,False
20190817,2019-08-17,17,8,2019,T3,2,Saturday,True,False
20190818,2019-08-18,18,8,2019,T3,2,Sunday,True,False
20190819,2019-08-19,19,8,2019,T3,2,Monday,False,False
20190820,2019-08-20,20,8,2019,T3,2,Tuesday,False,False
20190821,2019-08-21,21,8,2019,T3,2,Wednesday,False,False
20190822,2019-08-22,22,8,2019,T3,2,Thursday,False,False
20190823,2019-08-23,23,8,2019,T3,2,Friday,False,False
20190824,2019-08-24,24,8,2019,T3,2,Saturday,True,False
20190825,2019-08-25,25,8,2019,T3,2,Sunday,True,False
20190826,2019-08-26,26,8,2019,T3,2,Monday,False,False
20190827,2019-08-27,27,8,2019,T3,2,Tuesday,False,False
20190828,2019-08-28,28,8,2019,T3,2,Wednesday,False,False
20190829,2019-08-29,29,8,2019,T3,2,Thursday,False,False
20190830,2019-08-30,30,8,2019,T3,2,Friday,False,False
20190831,2019-08-31,31,8,2019,T3,2,Saturday,True,False
20190901,2019-09-01,1,9,2019,T3,2,Sunday,True,False
20190902,2019-09-02,2,9,2019,T3,2,Monday,False,False
20190903,2019-09-03,3,9,2019,T3,2,Tuesday,False,False
20190904,2019-09-04,4,9,2019,T3,2,Wednesday,False,False
20190905,2019-09-05,5,9,2019,T3,2,Thursday,False,False
20190906,2019-09-06,6,9,2019,T3,2,Friday,False,False
20190907,2019-09-07,7,9,2019,T3,2,Saturday,True,False
20190908,2019-09-08,8,9,2019,T3,2,Sunday,True,False
20190909,2019-09-09,9,9,2019,T3,2,Monday,False,False
20190910,2019-09-10,10,9,2019,T3,2,Tuesday,False,False
20190911,2019-09-11,11,9,2019,T3,2,Wednesday,False,False
20190912,2019-09-12,12,9,2019,T3,2,Thursday,False,False
20190913,2019-09-13,13,9,2019,T3,2,Friday,False,False
20190914,2019-09-14,14,9,2019,T3,2,Saturday,True,False
20190915,2019-09-15,15,9,2019,T3,2,Sunday,True,False
20190916,2019-09-16,16,9,2019,T3,2,Monday,False,False
20190917,2019-09-17,17,9,2019,T3,2,Tuesday,False,False
20190918,2019-09-18,18,9,2019,T3,2,Wednesday,False,False
20190919,2019-09-19,19,9,2019,T3,2,Thursday,False,False
20190920,2019-09-20,20,9,2019,T3,2,Friday,False,False
20190921,2019-09-21,21,9,2019,T3,2,Saturday,True,False
20190922,2019-09-22,22,9,2019,T3,2,Sunday,True,False
20190923,2019-09-23,23,9,2019,T3,2,Monday,False,False
20190924,2019-09-24,24,9,2019,T3,2,Tuesday,False,False
20190925,2019-09-25,25,9,2019,T3,2,Wednesday,False,False
20190926,2019-09-26,26,9,2019,T3,2,Thursday,False,False
20190927,2019-09-27,27,9,2019,T3,2,Friday,False,False
20190928,2019-09-28,28,9,2019,T3,2,Saturday,True,False
20190929,2019-09-29,29,9,2019,T3,2,Sunday,True,False
20190930,2019-09-30,30,9,2019,T3,2,Monday,False,False
20191001,2019-10-01,1,10,2019,T4,2,Tuesday,False,False
20191002,2019-10-02,2,10,2019,T4,2,Wednesday,False,False
20191003,2019-10-03,3,10,2019,T4,2,Thursday,False,False
20191004,2019-10-04,4,10,2019,T4,2,Friday,False,False
20191005,2019-10-05,5,10,2019,T4,2,Saturday,True,False
20191006,2019-10-06,6,10,2019,T4,2,Sunday,True,False
20191007,2019-10-07,7,10,2019,T4,2,Monday,False,False
20191008,2019-10-08,8,10,2019,T4,2,Tuesday,False,False
20191009,2019-10-09,9,10,2019,T4,2,Wednesday,False,False
20191010,2019-10-10,10,10,2019,T4,2,Thursday,False,False
20191011,2019-10-11,11,10,2019,T4,2,Friday,False,False
20191012,2019-10-12,12,10,2019,T4,2,Saturday,True,False
20191013,2019-10-13,13,10,2019,T4,2,Sunday,True,False
20191014,2019-10-14,14,10,2019,T4,2,Monday,False,False
20191015,2019-10-15,15,10,2019,T4,2,Tuesday,False,False
20191016,2019-10-16,16,10,2019,T4,2,Wednesday,False,False
20191017,2019-10-17,17,10,2019,T4,2,Thursday,False,False
20191018,2019-10-18,18,10,2019,T4,2,Friday,False,False
20191019,2019-10-19,19,10,2019,T4,2,Saturday,True,False
20191020,2019-10-20,20,10,2019,T4,2,Sunday,True,False
20191021,2019-10-21,21,10,2019,T4,2,Monday,False,False
20191022,2019-10-22,22,10,2019,T4,2,Tuesday,False,False
20191023,2019-10-23,23,10,2019,T4,2,Wednesday,False,False
20191024,2019-10-24,24,10,2019,T4,2,Thursday,False,False
20191025,2019-10-25,25,10,2019,T4,2,Friday,False,False
20191026,2019-10-26,26,10,2019,T4,2,Saturday,True,False
20191027,2019-10-27,27,10,2019,T4,2,Sunday,True,False
20191028,2019-10-28,28,10,2019,T4,2,Monday,False,False
20191029,2019-10-29,29,10,2019,T4,2,Tuesday,False,False
20191030,2019-10-30,30,10,2019,T4,2,Wednesday,False,False
20191031,2019-10-31,31,10,2019,T4,2,Thursday,False,False
20191101,2019-11-01,1,11,2019,T4,2,Friday,False,False
20191102,2019-11-02,2,11,2019,T4,2,Saturday,True,False
20191103,2019-11-03,3,11,2019,T4,2,Sunday,True,False
20191104,2019-11-04,4,11,2019,T4,2,Monday,False,False
20191105,2019-11-05,5,11,2019,T4,2,Tuesday,False,False
20191106,2019-11-06,6,11,2019,T4,2,Wednesday,False,False
20191107,2019-11-07,7,11,2019,T4,2,Thursday,False,False
20191108,2019-11-08,8,11,2019,T4,2,Friday,False,False
20191109,2019-11-09,9,11,2019,T4,2,Saturday,True,False
20191110,2019-11-10,10,11,2019,T4,2,Sunday,True,False
20191111,2019-11-11,11,11,2019,T4,2,Monday,False,False
20191112,2019-11-12,12,11,2019,T4,2,Tuesday,False,False
20191113,2019-11-13,13,11,2019,T4,2,Wednesday,False,False
20191114,2019-11-14,14,11,2019,T4,2,Thursday,False,False
20191115,2019-11-15,15,11,2019,T4,2,Friday,False,False
20191116,2019-11-16,16,11,2019,T4,2,Saturday,True,False
20191117,2019-11-17,17,11,2019,T4,2,Sunday,True,False
20191118,2019-11-18,18,11,2019,T4,2,Monday,False,False
20191119,2019-11-19,19,11,2019,T4,2,Tuesday,False,False
20191120,2019-11-20,20,11,2019,T4,2,Wednesday,False,False
20191121,2019-11-21,21,11,2019,T4,2,Thursday,False,False
20191122,2019-11-22,22,11,2019,T4,2,Friday,False,False
20191123,2019-11-23,23,11,2019,T4,2,Saturday,True,False
20191124,2019-11-24,24,11,2019,T4,2,Sunday,True,False
20191125,2019-11-25,25,11,2019,T4,2,Monday,False,False
20191126,2019-11-26,26,11,2019,T4,2,Tuesday,False,False
20191127,2019-11-27,27,11,2019,T4,2,Wednesday,False,False
20191128,2019-11-28,28,11,2019,T4,2,Thursday,False,False
20191129,2019-11-29,29,11,2019,T4,2,Friday,False,False
20191130,2019-11-30,30,11,2019,T4,2,Saturday,True,False
20191201,2019-12-01,1,12,2019,T4,2,Sunday,True,False
20191202,2019-12-02,2,12,2019,T4,2,Monday,False,False
20191203,2019-12-03,3,12,2019,T4,2,Tuesday,False,False
20191204,2019-12-04,4,12,2019,T4,2,Wednesday,False,False
20191205,2019-12-05,5,12,2019,T4,2,Thursday,False,False
20191206,2019-12-06,6,12,2019,T4,2,Friday,False,False
20191207,2019-12-07,7,12,2019,T4,2,Saturday,True,False
20191208,2019-12-08,8,12,2019,T4,2,Sunday,True,False
20191209,2019-12-09,9,12,2019,T4,2,Monday,False,False
20191210,2019-12-10,10,12,2019,T4,2,Tuesday,False,False
20191211,2019-12-11,11,12,2019,T4,2,Wednesday,False,False
20191212,2019-12-12,12,12,2019,T4,2,Thursday,False,False
20191213,2019-12-13,13,12,2019,T4,2,Friday,False,False
20191214,2019-12-14,14,12,2019,T4,2,Saturday,True,False
20191215,2019-12-15,15,12,2019,T4,2,Sunday,True,False
20191216,2019-12-16,16,12,2019,T4,2,Monday,False,False
20191217,2019-12-17,17,12,2019,T4,2,Tuesday,False,False
20191218,2019-12-18,18,12,2019,T4,2,Wednesday,False,False
20191219,2019-12-19,19,12,2019,T4,2,Thursday,False,False
20191220,2019-12-20,20,12,2019,T4,2,Friday,False,False
20191221,2019-12-21,21,12,2019,T4,2,Saturday,True,False
20191222,2019-12-22,22,12,2019,T4,2,Sunday,True,False
20191223,2019-12-23,23,12,2019,T4,2,Monday,False,False
20191224,2019-12-24,24,12,2019,T4,2,Tuesday,False,False
20191225,2019-12-25,25,12,2019,T4,2,Wednesday,False,False
20191226,2019-12-26,26,12,2019,T4,2,Thursday,False,False
20191227,2019-12-27,27,12,2019,T4,2,Friday,False,False
20191228,2019-12-28,28,12,2019,T4,2,Saturday,True,False
20191229,2019-12-29,29,12,2019,T4,2,Sunday,True,False
20191230,2019-12-30,30,12,2019,T4,2,Monday,False,False
20191231,2019-12-31,31,12,2019,T4,2,Tuesday,False,False
20200101,2020-01-01,1,1,2020,T1,1,Wednesday,False,False
20200102,2020-01-02,2,1,2020,T1,1,Thursday,False,False
20200103,2020-01-03,3,1,2020,T1,1,Friday,False,False
20200104,2020-01-04,4,1,2020,T1,1,Saturday,True,False
20200105,2020-01-05,5,1,2020,T1,1,Sunday,True,False
20200106,2020-01-06,6,1,2020,T1,1,Monday,False,False
20200107,2020-01-07,7,1,2020,T1,1,Tuesday,False,False
20200108,2020-01-08,8,1,2020,T1,1,Wednesday,False,False
20200109,2020-01-09,9,1,2020,T1,1,Thursday,False,False
20200110,2020-01-10,10,1,2020,T1,1,Friday,False,False
20200111,2020-01-11,11,1,2020,T1,1,Saturday,True,False
20200112,2020-01-12,12,1,2020,T1,1,Sunday,True,False
20200113,2020-01-13,13,1,2020,T1,1,Monday,False,False
20200114,2020-01-14,14,1,2020,T1,1,Tuesday,False,False
20200115,2020-01-15,15,1,2020,T1,1,Wednesday,False,False
20200116,2020-01-16,16,1,2020,T1,1,Thursday,False,False
20200117,2020-01-17,17,1,2020,T1,1,Friday,False,False
20200118,2020-01-18,18,1,2020,T1,1,Saturday,True,False
20200119,2020-01-19,19,1,2020,T1,1,Sunday,True,False
20200120,2020-01-20,20,1,2020,T1,1,Monday,False,False
20200121,2020-01-21,21,1,2020,T1,1,Tuesday,False,False
20200122,2020-01-22,22,1,2020,T1,1,Wednesday,False,False
20200123,2020-01-23,23,1,2020,T1,1,Thursday,False,False
20200124,2020-01-24,24,1,2020,T1,1,Friday,False,False
20200125,2020-01-25,25,1,2020,T1,1,Saturday,True,False
20200126,2020-01-26,26,1,2020,T1,1,Sunday,True,False
20200127,2020-01-27,27,1,2020,T1,1,Monday,False,False
20200128,2020-01-28,28,1,2020,T1,1,Tuesday,False,False
20200129,2020-01-29,29,1,2020,T1,1,Wednesday,False,False
20200130,2020-01-30,30,1,2020,T1,1,Thursday,False,False
20200131,2020-01-31,31,1,2020,T1,1,Friday,False,False
20200201,2020-02-01,1,2,2020,T1,1,Saturday,True,False
20200202,2020-02-02,2,2,2020,T1,1,Sunday,True,False
20200203,2020-02-03,3,2,2020,T1,1,Monday,False,False
20200204,2020-02-04,4,2,2020,T1,1,Tuesday,False,False
20200205,2020-02-05,5,2,2020,T1,1,Wednesday,False,False
20200206,2020-02-06,6,2,2020,T1,1,Thursday,False,False
20200207,2020-02-07,7,2,2020,T1,1,Friday,False,False
20200208,2020-02-08,8,2,2020,T1,1,Saturday,True,False
20200209,2020-02-09,9,2,2020,T1,1,Sunday,True,False
20200210,2020-02-10,10,2,2020,T1,1,Monday,False,False
20200211,2020-02-11,11,2,2020,T1,1,Tuesday,False,False
20200212,2020-02-12,12,2,2020,T1,1,Wednesday,False,False
20200213,2020-02-13,13,2,2020,T1,1,Thursday,False,False
20200214,2020-02-14,14,2,2020,T1,1,Friday,False,False
20200215,2020-02-15,15,2,2020,T1,1,Saturday,True,False
20200216,2020-02-16,16,2,2020,T1,1,Sunday,True,False
20200217,2020-02-17,17,2,2020,T1,1,Monday,False,False
20200218,2020-02-18,18,2,2020,T1,1,Tuesday,False,False
20200219,2020-02-19,19,2,2020,T1,1,Wednesday,False,False
20200220,2020-02-20,20,2,2020,T1,1,Thursday,False,False
20200221,2020-02-21,21,2,2020,T1,1,Friday,False,False
20200222,2020-02-22,22,2,2020,T1,1,Saturday,True,False
20200223,2020-02-23,23,2,2020,T1,1,Sunday,True,False
20200224,2020-02-24,24,2,2020,T1,1,Monday,False,False
20200225,2020-02-25,25,2,2020,T1,1,Tuesday,False,False
20200226,2020-02-26,26,2,2020,T1,1,Wednesday,False,False
20200227,2020-02-27,27,2,2020,T1,1,Thursday,False,False
